Date;Time;P1 Press A;P1 Press B;P1 Press;P1 Rate A;P1 Rate B;P1 Rate;P1 Vol A;P1 Vol B;P1 Cum Vol;P1 Delta Press;P2 Press A;P2 Press B;P2 Press;P2 Rate A;P2 Rate B;P2 Rate;P2 Vol A;P2 Vol B;P2 Cum Vol;P2 Delta Press;P3 Press A;P3 Press B;P3 Press;P3 Rate A;P3 Rate B;P3 Rate;P3 Vol A;P3 Vol B;P3 Cum Vol;P3 Delta Press;P4 Press A;P4 Press B;P4 Press;P4 Rate A;P4 Rate B;P4 Rate;P4 Vol A;P4 Vol B;P4 Cum Vol;P4 Delta Press
07-12-2018;11:09:46;0,8;21,4;21,4;-0,03320;0,01660;0,01660;25,507;0,387;25,294;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:11:27;0,3;21,7;21,7;-0,03320;0,01660;0,01660;25,452;0,415;25,323;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:13:07;0,7;21,5;21,5;-0,03320;0,01660;0,01660;25,397;0,443;25,350;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:14:47;0,5;22,0;22,0;-0,03320;0,01660;0,01660;25,341;0,470;25,377;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:16:27;0,4;21,7;21,7;-0,03320;0,01660;0,01660;25,286;0,498;25,406;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:18:07;0,5;21,4;21,4;-0,03320;0,01660;0,01660;25,230;0,526;25,433;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:19:47;0,8;22,2;22,2;-0,03320;0,01660;0,01660;25,175;0,553;25,460;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:21:27;0,5;20,7;20,7;-0,03320;0,01660;0,01660;25,120;0,581;25,489;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:23:07;0,6;20,6;20,6;-0,03320;0,01660;0,01660;25,064;0,609;25,516;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:24:47;0,7;21,3;21,3;-0,03320;0,01660;0,01660;25,009;0,636;25,543;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:26:27;0,8;20,7;20,7;-0,03320;0,01660;0,01660;24,954;0,664;25,572;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:28:07;0,4;21,1;21,1;-0,03320;0,01660;0,01660;24,898;0,692;25,599;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:29:47;0,5;21,3;21,3;-0,03320;0,01660;0,01660;24,843;0,719;25,626;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:31:27;0,6;20,7;20,7;-0,03320;0,01660;0,01660;24,788;0,747;25,655;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:33:07;0,8;21,3;21,3;-0,03320;0,01660;0,01660;24,732;0,775;25,682;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:34:47;0,6;21,6;21,6;-0,03320;0,01660;0,01660;24,677;0,802;25,709;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:36:27;0,6;20,6;20,6;-0,03320;0,01660;0,01660;24,622;0,830;25,736;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:38:07;0,6;21,6;21,6;-0,03320;0,01660;0,01660;24,567;0,858;25,766;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:39:47;0,7;20,7;20,7;-0,03320;0,01660;0,01660;24,511;0,885;25,792;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:41:27;0,7;20,7;20,7;-0,03320;0,01660;0,01660;24,456;0,913;25,819;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:43:07;0,3;21,1;21,1;-0,03320;0,01660;0,01660;24,401;0,941;25,849;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:44:47;0,6;20,7;20,7;-0,03320;0,01660;0,01660;24,345;0,968;25,876;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:46:27;0,6;21,3;21,3;-0,03320;0,01660;0,01660;24,290;0,996;25,902;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:48:07;0,6;21,3;21,3;-0,03320;0,01660;0,01660;24,235;1,024;25,932;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:49:47;0,6;21,5;21,5;-0,03320;0,01660;0,01660;24,179;1,051;25,959;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:51:27;0,7;21,6;21,6;-0,03320;0,01660;0,01660;24,123;1,079;25,986;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:53:07;0,6;20,5;20,5;-0,03320;0,01660;0,01660;24,068;1,107;26,015;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:54:47;0,3;21,1;21,1;-0,03320;0,01660;0,01660;24,013;1,134;26,042;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:56:27;0,1;21,6;21,6;-0,03320;0,01660;0,01660;23,958;1,162;26,069;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:58:07;0,3;20,7;20,7;-0,03320;0,01660;0,01660;23,902;1,190;26,098;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;11:59:47;0,2;21,5;21,5;-0,03320;0,01660;0,01660;23,847;1,217;26,125;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:01:27;0,5;22,3;22,3;-0,03320;0,01660;0,01660;23,792;1,245;26,152;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:03:07;0,3;20,6;20,6;-0,03320;0,01660;0,01660;23,736;1,273;26,181;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:04:47;0,4;21,0;21,0;-0,03320;0,01660;0,01660;23,681;1,300;26,208;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:06:27;0,0;21,9;21,9;-0,03320;0,01660;0,01660;23,626;1,328;26,235;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:08:07;-0,1;21,0;21,0;-0,03320;0,01660;0,01660;23,570;1,356;26,264;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:09:47;0,3;21,4;21,4;-0,03320;0,01660;0,01660;23,515;1,384;26,291;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:11:27;0,3;20,9;20,9;-0,03320;0,01660;0,01660;23,460;1,411;26,318;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:13:07;0,7;21,4;21,4;-0,03320;0,01660;0,01660;23,404;1,439;26,345;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:14:47;0,4;21,6;21,6;-0,03320;0,01660;0,01660;23,349;1,466;26,374;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:16:27;0,5;21,5;21,5;-0,03320;0,01660;0,01660;23,294;1,494;26,401;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:18:07;0,4;22,4;22,4;-0,03320;0,01660;0,01660;23,238;1,522;26,428;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:19:47;0,3;22,0;22,0;-0,03320;0,01660;0,01660;23,183;1,549;26,457;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:21:27;0,7;21,6;21,6;-0,03320;0,01660;0,01660;23,128;1,577;26,484;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:23:07;0,7;22,8;22,8;-0,03320;0,01660;0,01660;23,072;1,605;26,511;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:24:47;0,7;22,2;22,2;-0,03320;0,01660;0,01660;23,017;1,632;26,540;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:26:27;0,5;22,4;22,4;-0,03320;0,01660;0,01660;22,961;1,660;26,567;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:28:07;0,6;22,6;22,6;-0,03320;0,01660;0,01660;22,906;1,688;26,594;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:29:47;0,4;22,1;22,1;-0,03320;0,01660;0,01660;22,851;1,715;26,624;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:31:27;0,8;23,0;23,0;-0,03320;0,01660;0,01660;22,795;1,743;26,651;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:33:07;0,9;23,1;23,1;-0,03320;0,01660;0,01660;22,740;1,771;26,677;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:34:47;0,8;22,4;22,4;-0,03320;0,01660;0,01660;22,685;1,798;26,707;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:36:27;0,7;23,0;23,0;-0,03320;0,01660;0,01660;22,629;1,826;26,734;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:38:07;0,7;23,3;23,3;-0,03320;0,01660;0,01660;22,574;1,854;26,761;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:39:47;0,8;22,5;22,5;-0,03320;0,01660;0,01660;22,519;1,882;26,790;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:41:27;0,4;23,3;23,3;-0,03320;0,01660;0,01660;22,463;1,909;26,817;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:43:07;0,6;22,7;22,7;-0,03320;0,01660;0,01660;22,408;1,937;26,844;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:44:47;0,5;22,3;22,3;-0,03320;0,01660;0,01660;22,353;1,965;26,873;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:46:27;0,7;23,0;23,0;-0,03320;0,01660;0,01660;22,298;1,992;26,900;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:48:07;0,6;22,3;22,3;-0,03320;0,01660;0,01660;22,242;2,020;26,927;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:49:47;0,5;22,7;22,7;-0,03320;0,01660;0,01660;22,187;2,048;26,956;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:51:27;0,3;23,4;23,4;-0,03320;0,01660;0,01660;22,132;2,075;26,983;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:53:07;0,6;23,1;23,1;-0,03320;0,01660;0,01660;22,076;2,103;27,010;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:54:47;0,6;23,3;23,3;-0,03320;0,01660;0,01660;22,021;2,131;27,037;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:56:27;0,5;22,4;22,4;-0,03320;0,01660;0,01660;21,966;2,158;27,066;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:58:07;0,5;23,8;23,8;-0,03320;0,01660;0,01660;21,910;2,186;27,093;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;12:59:47;0,6;23,5;23,5;-0,03320;0,01660;0,01660;21,855;2,213;27,120;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:01:27;0,0;22,8;22,8;-0,03320;0,01660;0,01660;21,799;2,241;27,149;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:03:07;0,2;22,8;22,8;-0,03320;0,01660;0,01660;21,744;2,269;27,176;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:04:47;0,4;24,0;24,0;-0,03320;0,01660;0,01660;21,689;2,296;27,203;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:06:27;0,6;22,2;22,2;-0,03320;0,01660;0,01660;21,633;2,324;27,232;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:08:07;0,8;23,2;23,2;-0,03320;0,01660;0,01660;21,578;2,352;27,259;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:09:47;0,9;23,6;23,6;-0,03320;0,01660;0,01660;21,523;2,379;27,286;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:11:27;0,7;22,9;22,9;-0,03320;0,01660;0,01660;21,467;2,407;27,315;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:13:08;0,9;23,4;23,4;-0,03320;0,01660;0,01660;21,412;2,435;27,342;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:14:48;1,0;23,3;23,3;-0,03320;0,01660;0,01660;21,357;2,463;27,369;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:16:28;1,0;23,0;23,0;-0,03320;0,01660;0,01660;21,301;2,490;27,399;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:18:08;1,1;23,2;23,2;-0,03320;0,01660;0,01660;21,246;2,518;27,426;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:19:48;1,3;22,7;22,7;-0,03320;0,01660;0,01660;21,191;2,546;27,452;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:21:28;1,2;23,2;23,2;-0,03320;0,01660;0,01660;21,135;2,573;27,482;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:23:08;0,7;23,3;23,3;-0,03320;0,01660;0,01660;21,080;2,601;27,509;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:24:48;0,5;23,1;23,1;-0,03320;0,01660;0,01660;21,025;2,629;27,536;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:26:28;0,8;23,8;23,8;-0,03320;0,01660;0,01660;20,969;2,656;27,565;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:28:08;0,7;23,0;23,0;-0,03320;0,01660;0,01660;20,914;2,684;27,592;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:29:48;0,3;23,5;23,5;-0,03320;0,01660;0,01660;20,859;2,712;27,619;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:31:28;0,4;23,9;23,9;-0,03320;0,01660;0,01660;20,804;2,739;27,646;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:33:08;0,2;23,1;23,1;-0,03320;0,01660;0,01660;20,748;2,767;27,675;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:34:48;0,0;23,5;23,5;-0,03320;0,01660;0,01660;20,692;2,795;27,702;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:36:28;0,6;24,2;24,2;-0,03320;0,01660;0,01660;20,637;2,822;27,729;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:38:08;0,7;23,1;23,1;-0,03320;0,01660;0,01660;20,582;2,850;27,758;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:39:48;0,6;23,7;23,7;-0,03320;0,01660;0,01660;20,526;2,878;27,785;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:41:28;0,7;24,4;24,4;-0,03320;0,01660;0,01660;20,471;2,905;27,812;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:43:08;0,7;23,6;23,6;-0,03320;0,01660;0,01660;20,416;2,933;27,841;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:44:48;0,5;24,4;24,4;-0,03320;0,01660;0,01660;20,361;2,960;27,868;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:46:28;0,7;23,8;23,8;-0,03320;0,01660;0,01660;20,305;2,988;27,895;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:48:08;0,7;24,0;24,0;-0,03320;0,01660;0,01660;20,250;3,016;27,924;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:49:48;0,5;24,4;24,4;-0,03320;0,01660;0,01660;20,195;3,043;27,951;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:51:28;0,6;23,9;23,9;-0,03320;0,01660;0,01660;20,139;3,071;27,978;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:53:08;0,8;24,6;24,6;-0,03320;0,01660;0,01660;20,084;3,099;28,007;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:54:48;0,7;24,8;24,8;-0,03320;0,01660;0,01660;20,029;3,127;28,034;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:56:28;0,8;24,5;24,5;-0,03320;0,01660;0,01660;19,973;3,154;28,061;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:58:08;0,6;25,0;25,0;-0,03320;0,01660;0,01660;19,918;3,182;28,090;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;13:59:48;0,5;24,9;24,9;-0,03320;0,01660;0,01660;19,863;3,210;28,117;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:01:28;0,6;25,1;25,1;-0,03320;0,01660;0,01660;19,807;3,237;28,144;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:03:08;0,7;25,6;25,6;-0,03320;0,01660;0,01660;19,752;3,265;28,171;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:04:48;0,5;25,3;25,3;-0,03320;0,01660;0,01660;19,697;3,293;28,201;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:06:28;0,6;24,5;24,5;-0,03320;0,01660;0,01660;19,641;3,320;28,227;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:08:08;0,7;25,6;25,6;-0,03320;0,01660;0,01660;19,586;3,348;28,254;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:09:48;0,6;24,4;24,4;-0,03320;0,01660;0,01660;19,530;3,376;28,284;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:11:28;0,7;25,2;25,2;-0,03320;0,01660;0,01660;19,475;3,403;28,311;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:13:08;0,6;25,8;25,8;-0,03320;0,01660;0,01660;19,420;3,431;28,337;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:14:48;0,6;24,5;24,5;-0,03320;0,01660;0,01660;19,364;3,459;28,367;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:16:28;0,8;25,2;25,2;-0,03320;0,01660;0,01660;19,309;3,486;28,394;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:18:08;0,6;24,9;24,9;-0,03320;0,01660;0,01660;19,254;3,514;28,421;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:19:48;0,8;25,0;25,0;-0,03320;0,01660;0,01660;19,198;3,542;28,450;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:21:28;0,6;25,2;25,2;-0,03320;0,01660;0,01660;19,143;3,569;28,477;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:23:08;0,7;24,9;24,9;-0,03320;0,01660;0,01660;19,088;3,597;28,504;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:24:48;0,7;25,3;25,3;-0,03320;0,01660;0,01660;19,032;3,625;28,533;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:26:28;0,7;25,0;25,0;-0,03320;0,01660;0,01660;18,977;3,652;28,560;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:28:08;0,7;25,2;25,2;-0,03320;0,01660;0,01660;18,922;3,680;28,587;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:29:48;0,6;25,3;25,3;-0,03320;0,01660;0,01660;18,866;3,708;28,616;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:31:28;0,6;24,0;24,0;-0,03320;0,01660;0,01660;18,811;3,735;28,643;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:33:08;0,8;24,5;24,5;-0,03320;0,01660;0,01660;18,756;3,763;28,670;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:34:48;0,6;25,5;25,5;-0,03320;0,01660;0,01660;18,701;3,791;28,697;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:36:28;0,5;24,5;24,5;-0,03320;0,01660;0,01660;18,645;3,818;28,726;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:38:08;0,7;25,1;25,1;-0,03320;0,01660;0,01660;18,590;3,846;28,753;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:39:48;0,6;25,2;25,2;-0,03320;0,01660;0,01660;18,535;3,874;28,780;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:41:28;0,6;24,3;24,3;-0,03320;0,01660;0,01660;18,479;3,901;28,809;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:43:08;0,6;25,0;25,0;-0,03320;0,01660;0,01660;18,423;3,929;28,836;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:44:48;0,8;25,5;25,5;-0,03320;0,01660;0,01660;18,368;3,957;28,863;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:46:28;0,3;24,6;24,6;-0,03320;0,01660;0,01660;18,313;3,984;28,892;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:48:08;0,3;25,0;25,0;-0,03320;0,01660;0,01660;18,258;4,012;28,919;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:49:48;0,7;24,7;24,7;-0,03320;0,01660;0,01660;18,202;4,040;28,946;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:51:28;0,7;25,1;25,1;-0,03320;0,01660;0,01660;18,147;4,067;28,975;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:53:08;0,6;25,2;25,2;-0,03320;0,01660;0,01660;18,092;4,095;29,002;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:54:48;0,5;25,0;25,0;-0,03320;0,01660;0,01660;18,036;4,123;29,029;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:56:28;0,8;25,5;25,5;-0,03320;0,01660;0,01660;17,981;4,150;29,059;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:58:08;0,7;25,7;25,7;-0,03320;0,01660;0,01660;17,926;4,178;29,086;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;14:59:48;0,5;25,1;25,1;-0,03320;0,01660;0,01660;17,870;4,206;29,112;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:01:28;0,6;25,8;25,8;-0,03320;0,01660;0,01660;17,815;4,233;29,142;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:03:08;0,5;24,9;24,9;-0,03320;0,01660;0,01660;17,760;4,261;29,169;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:04:48;0,6;25,6;25,6;-0,03320;0,01660;0,01660;17,704;4,289;29,196;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:06:28;0,8;25,6;25,6;-0,03320;0,01660;0,01660;17,649;4,316;29,222;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:08:08;0,6;24,9;24,9;-0,03320;0,01660;0,01660;17,594;4,344;29,252;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:09:48;0,5;25,7;25,7;-0,03320;0,01660;0,01660;17,538;4,372;29,279;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:11:28;0,6;25,9;25,9;-0,03320;0,01660;0,01660;17,483;4,399;29,306;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:13:08;0,7;25,0;25,0;-0,03320;0,01660;0,01660;17,428;4,427;29,335;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:14:48;0,5;25,7;25,7;-0,03320;0,01660;0,01660;17,372;4,455;29,362;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:16:28;0,4;26,0;26,0;-0,03320;0,01660;0,01660;17,317;4,482;29,389;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:18:08;0,5;25,3;25,3;-0,03320;0,01660;0,01660;17,261;4,510;29,418;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:19:48;0,7;26,0;26,0;-0,03320;0,01660;0,01660;17,206;4,538;29,445;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:21:28;0,4;24,7;24,7;-0,03320;0,01660;0,01660;17,151;4,565;29,472;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:23:08;0,5;24,3;24,3;-0,03320;0,01660;0,01660;17,095;4,593;29,501;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:24:48;0,9;24,9;24,9;-0,03320;0,01660;0,01660;17,040;4,621;29,528;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2018;15:26:28;0,7;24,5;24,5;-0,03320;0,01660;0,01660;16,985;4,648;29,555;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
